decision_id,decision_month,material_code,as_of_month,decision_date,lt_months,candidate_arrival_month_idx,on_hand_inventory_ton,blocked_inventory_ton,usable_inventory_ton,current_inventory_ton,now_landed_cost_per_ton,global_raw_sugar_price,usdkrw,freight_index,sugar_ret_1m,usdkrw_ret_1m,freight_ret_1m,sugar_ret_3m,usdkrw_ret_3m,freight_ret_3m,working_capital_pressure_score,moq_ton,lot_multiple_ton,warehouse_capacity_ton,shock_event_flag_now,a_min_end_inv_ton,a_min_cover_months,a_emergency_buy_needed_flag,a_first_shortage_month_idx,baseline_total_shortage_ton,begin_inv_at_arrival_ton,max_cum_gap_arrival_ton,required_buy_qty_arrival_ton,required_buy_qty_first_shortage_ton,b_peak_cost_vs_now_pct,b_forced_buy_flag,b_forced_buy_cost_vs_now_pct,b_emergency_premium_score,b_high_cost_month_count,target_a_rule,target_b_rule,usage_m1_ton,open_po_m1_ton,expected_landed_cost_m1_per_ton,usage_m2_ton,open_po_m2_ton,expected_landed_cost_m2_per_ton,usage_m3_ton,open_po_m3_ton,expected_landed_cost_m3_per_ton,usage_m4_ton,open_po_m4_ton,expected_landed_cost_m4_per_ton
RAW_SUGAR_2020-02,2020-02,RAW_SUGAR,2020-02-01,2020-02-29,2,1,19997.488415703338,1210.077034364349,18787.41138133899,18787.41138133899,666.988,440.48,1262.73,111.41,0.040168134696672686,-0.01579123765578838,-0.0014340772609123809,0.10551149482983635,-0.050743104575900366,0.16916780354706673,57.898540603411625,5000.0,2500.0,55000.0,0,-29503.620539237847,0.0,1,1.0,82692.32324479734,18787.41138133899,82692.32324479734,87692.32324479734,8852.893521568822,0.02592040636413251,1,0.02592040636413251,40.85105786385963,0,1,0,27640.30490290781,5000.0,660.433,27250.19200288059,5000.0,649.1174,27085.617181110083,0.0,648.6182,29503.620539237847,0.0,684.2766
RAW_SUGAR_2020-03,2020-03,RAW_SUGAR,2020-03-01,2020-03-31,2,1,21501.862329051397,940.1610931317439,20561.701235919652,20561.701235919652,660.433,451.5,1255.75,99.38,0.02501816200508533,-0.005527705843687891,-0.10797953505071356,0.09931581894767594,-0.045543335334848445,-0.04221279876638406,50.168093979992456,5000.0,2500.0,55000.0,0,-29490.154666990536,0.0,1,1.0,82344.7440118285,20561.701235919652,82344.74401182849,87344.74401182849,7880.7474459591285,0.04390634629099388,1,0.04390634629099388,38.40785583094725,0,1,0,28442.44868187878,5000.0,649.1174,27368.595854656065,5000.0,648.6182,30105.246044222768,2500.0,684.2766,29490.154666990536,0.0,689.4302
RAW_SUGAR_2020-04,2020-04,RAW_SUGAR,2020-04-01,2020-04-30,2,1,20558.28463110923,902.547549211058,19655.737081898173,19655.737081898173,649.1174,451.41,1263.89,87.82,-0.00019933554817275212,0.006482181962970346,-0.11632119138659691,0.06597869978983173,-0.014887099665624737,-0.21287084341668905,59.29391895908278,5000.0,2500.0,55000.0,0,-31590.086363261707,0.0,1,1.0,88610.0795054029,19655.737081898173,88610.0795054029,93610.0795054029,8095.062725563126,0.06210402001240456,1,0.06210402001240456,43.67618400558207,2,1,1,27750.7998074613,5000.0,648.6182,28514.122680981007,5000.0,684.2766,30410.807735597064,0.0,689.4302,31590.086363261707,0.0,646.5787999999999
RAW_SUGAR_2020-05,2020-05,RAW_SUGAR,2020-05-01,2020-05-31,2,1,18552.237239348196,752.6154699920339,17799.621769356163,17799.621769356163,648.6182,449.54,1284.73,85.18,-0.004142575485700406,0.016488776713163178,-0.03006148941015696,0.020568470759171786,0.01742256856176705,-0.23543667534332635,51.147592890693446,5000.0,2500.0,55000.0,0,-29427.659211413753,0.0,1,1.0,89982.46285247797,17799.621769356163,89982.46285247797,94982.46285247797,11912.076940988693,0.0629214536379028,1,0.0629214536379028,47.95152913705626,2,1,1,29711.698710344855,5000.0,684.2766,30360.62684416363,5000.0,689.4302,30782.0998559119,2500.0,646.5787999999999,29427.659211413753,0.0,623.9768
RAW_SUGAR_2020-06,2020-06,RAW_SUGAR,2020-06-01,2020-06-30,2,1,20498.515941602385,581.3292638239108,19917.186677778474,19917.186677778474,684.2766,456.31,1358.83,101.04,0.015059838946478665,0.057677488655203835,0.18619394223996233,0.010653377630121863,0.08208640254827793,0.016703562084926737,44.01933074544468,5000.0,2500.0,55000.0,1,-29003.22179955553,0.0,1,1.0,89041.08989409622,19917.186677778474,89041.0898940962,94041.0898940962,9968.112151273777,0.0075314573083458125,1,0.0075314573083458125,38.422489122088955,0,1,0,29885.29882905225,5000.0,689.4302,31538.962534514023,5000.0,646.5787999999999,29003.22179955553,0.0,623.9768,28530.793408752885,0.0,608.2622
RAW_SUGAR_2020-07,2020-07,RAW_SUGAR,2020-07-01,2020-07-31,2,1,21502.08885749459,1532.1174331087911,19969.9714243858,19969.9714243858,689.4302,447.32,1365.61,110.5,-0.01970151870438963,0.004989586629674081,0.09362628661916061,-0.009060499324339388,0.08048168748862627,0.2582555226599865,44.06467828167893,5000.0,2500.0,55000.0,0,-28509.34056308824,0.0,1,1.0,84273.736153431,19969.9714243858,84273.73615343099,89273.73615343099,10242.723666995655,-0.06215480551910857,1,-0.06215480551910857,42.91666666666667,0,1,0,30212.695091381454,5000.0,646.5787999999999,29656.699089568705,5000.0,623.9768,28364.972833778393,2500.0,608.2622,28509.34056308824,0.0,610.2891999999999
RAW_SUGAR_2020-08,2020-08,RAW_SUGAR,2020-08-01,2020-08-31,2,1,20259.701518746406,693.5985590581879,19566.102959688218,19566.102959688218,646.5787999999999,414.87,1324.63,99.49,-0.07254314584637389,-0.030008567599827063,-0.09963800904977382,-0.07712328157672288,0.031057109275879125,0.16799718243719175,51.49003124811852,5000.0,2500.0,55000.0,0,-27273.644335405177,0.0,1,1.0,83081.31286451296,19566.102959688218,83081.31286451298,88081.31286451298,10593.747141200321,-0.029554325010346605,1,-0.029554325010346605,30.85979166666668,0,1,0,30159.85010088854,5000.0,623.9768,29144.29809067875,5000.0,608.2622,27273.644335405177,0.0,610.2891999999999,26069.623297228718,0.0,627.4696
RAW_SUGAR_2020-09,2020-09,RAW_SUGAR,2020-09-01,2020-09-30,2,2,27499.767338480546,1107.1891096154034,26392.578228865143,26392.578228865143,623.9768,404.98,1296.19,90.07,-0.023838792874876447,-0.02147014638049871,-0.09468288270177905,-0.11248931647345006,-0.04609848178212128,-0.10857086302454488,53.109951000234,5000.0,2500.0,55000.0,0,-26760.887141919626,0.0,1,2.0,72323.34764914047,1818.439197776217,72323.34764914049,77323.34764914049,26902.692216755087,0.034702892799860496,1,0.034702892799860496,37.40192675993723,0,1,0,27074.139031088926,2500.0,608.2622,28721.131414531304,5000.0,610.2891999999999,26159.768290465767,2500.0,627.4696,26760.887141919626,0.0,645.6306000000001
RAW_SUGAR_2020-10,2020-10,RAW_SUGAR,2020-10-01,2020-10-31,2,2,25490.669927899078,776.3182452610433,24714.351682638036,24714.351682638036,608.2622,398.9,1270.24,84.01,-0.015013087066027997,-0.020020213086044514,-0.06728100366381695,-0.10824465706876518,-0.06983692269388764,-0.23972850678733026,65.31103045919734,5000.0,2500.0,55000.0,0,-25474.567200473703,0.0,1,2.0,71034.30586106745,194.31726523904945,71034.30586106745,76034.30586106745,25907.18490024558,0.08188442418417585,1,0.08188442418417585,53.18755722276991,2,1,1,27020.034417398987,2500.0,610.2891999999999,26101.502165484628,5000.0,627.4696,25474.567200473703,0.0,645.6306000000001,24652.55376034816,0.0,658.0694
RAW_SUGAR_2020-11,2020-11,RAW_SUGAR,2020-11-01,2020-11-30,2,1,21013.57340954699,789.1924324267823,20224.380977120207,20224.380977120207,610.2891999999999,407.14,1252.88,83.3,0.02065680621709709,-0.01366670865348274,-0.008451374836329073,-0.018632342661556667,-0.0541660690154987,-0.16272992260528696,63.415488728382584,5000.0,2500.0,55000.0,0,-28466.060273202995,0.0,1,1.0,73020.68556640578,20224.380977120207,73020.68556640578,78020.68556640578,5615.461236554791,0.07858503804425854,1,0.07858503804425854,50.363267119916344,3,1,1,25839.842213674998,5000.0,627.4696,25188.248538910582,5000.0,645.6306000000001,26250.91551773741,2500.0,658.0694,28466.060273202995,0.0,658.2488000000001
RAW_SUGAR_2020-12,2020-12,RAW_SUGAR,2020-12-01,2020-12-31,2,2,23736.184781467087,1334.349526860686,22401.8352546064,22401.8352546064,627.4696,415.67,1252.24,93.44,0.020951024217713776,-0.0005108230636614586,0.12172869147659071,0.026396365252605136,-0.03390706609370542,0.03741534362162757,77.81766959606868,5000.0,2500.0,55000.0,0,-28560.695929919733,0.0,1,2.0,77143.82465659293,520.8597791279972,77143.82465659294,82143.82465659294,25476.068735358083,0.10999799830940016,1,0.10999799830940016,64.49909923923008,1,1,1,26880.975475478404,5000.0,645.6306000000001,25996.92851448608,5000.0,658.0694,28107.059991315113,0.0,658.2488000000001,28560.695929919733,0.0,696.49
RAW_SUGAR_2021-01,2021-01,RAW_SUGAR,2021-01-01,2021-01-31,2,2,23531.54159612706,786.689162360295,22744.852433766766,22744.852433766766,645.6306000000001,426.46,1268.48,100.23,0.025958091755478918,0.012968759982112,0.07266695205479468,0.06908999749310607,-0.0013855649326111052,0.19307225330317812,58.04844504339954,5000.0,2500.0,55000.0,0,-26964.047102515065,0.0,1,2.0,71987.08926883343,2792.9181699147266,71987.08926883343,76987.08926883343,25753.065376245315,0.08001727303507566,1,0.08001727303507566,56.956106199117386,2,1,1,24951.93426385204,5000.0,658.0694,28545.98354616004,5000.0,658.2488000000001,26769.97679007305,2500.0,696.49,26964.047102515065,0.0,697.2921999999999
RAW_SUGAR_2021-02,2021-02,RAW_SUGAR,2021-02-01,2021-02-28,2,2,22123.63752826524,867.6401431584816,21255.99738510676,21255.99738510676,658.0694,437.55,1295.73,99.82,0.02600478356704028,0.02148240413723501,-0.004090591639229868,0.07469175222282276,0.03420120043419961,0.1983193277310924,52.42350436706513,5000.0,2500.0,55000.0,0,-31820.002409761713,0.0,1,2.0,80828.67897369315,188.00745031537735,80828.67897369315,85828.67897369315,27423.36827671587,0.05960283216329443,1,0.05960283216329443,52.53731614014916,2,1,1,26067.98993479138,5000.0,658.2488000000001,27611.37572703125,5000.0,696.49,26585.30828721557,0.0,697.2921999999999,31820.002409761713,0.0,650.7765999999999
RAW_SUGAR_2021-03,2021-03,RAW_SUGAR,2021-03-01,2021-03-31,2,1,24914.494937957334,907.9377608029923,24006.55717715434,24006.55717715434,658.2488000000001,448.83,1316.14,89.26,0.025779910867329336,0.015751738402290716,-0.10579042276096962,0.0797748213727234,0.05102855682616747,-0.04473458904109584,59.63335511893014,5000.0,2500.0,55000.0,0,-30033.15722946677,0.0,1,1.0,80976.74774362179,24006.55717715434,80976.74774362179,85976.74774362179,5131.167134170439,0.0593140466036548,1,0.0593140466036548,52.217570971644676,2,1,1,26637.72431132478,2500.0,696.49,28696.671520214233,5000.0,697.2921999999999,29615.751859770342,2500.0,650.7765999999999,30033.15722946677,0.0,652.7238
RAW_SUGAR_2021-04,2021-04,RAW_SUGAR,2021-04-01,2021-04-30,2,1,22580.42472406564,933.4031274977613,21647.02159656788,21647.02159656788,696.49,487.37,1367.77,90.35,0.08586770046565517,0.03922834956767507,0.012211516916871945,0.14282699432537638,0.07827478557013112,-0.09857328145265898,49.71150935520023,5000.0,2500.0,55000.0,1,-31218.61959071518,0.0,1,1.0,89426.65435358226,21647.02159656788,89426.65435358226,94426.65435358226,6925.663697398049,0.00115177533058608,1,0.00115177533058608,30.518298898763735,0,1,0,28572.68529396593,5000.0,697.2921999999999,30115.87231563563,5000.0,650.7765999999999,31218.61959071518,0.0,652.7238,31166.498749833398,0.0,638.5601999999999
RAW_SUGAR_2021-05,2021-05,RAW_SUGAR,2021-05-01,2021-05-31,2,2,29115.273713502957,975.6783503966276,28139.595363106328,28139.595363106328,697.2921999999999,485.67,1368.76,92.03,-0.0034881096497527686,0.0007238059030392208,0.01859435528500275,0.10997600274254382,0.05636205073587863,-0.07804047285113191,58.6839804861931,5000.0,2500.0,55000.0,0,-28759.418694388427,0.0,1,2.0,80563.2448899285,705.8026582330531,80563.2448899285,85563.2448899285,28581.439096844468,-0.06391638971438363,1,-0.06391638971438363,30.0,0,1,0,29933.792704873274,2500.0,650.7765999999999,29287.24175507752,5000.0,652.7238,30722.38709869559,2500.0,638.5601999999999,28759.418694388427,0.0,617.9205999999999
RAW_SUGAR_2021-06,2021-06,RAW_SUGAR,2021-06-01,2021-06-30,2,1,20938.209003249518,1113.6050845535906,19824.603918695928,19824.603918695928,650.7765999999999,444.52,1306.84,86.81,-0.08472831346387466,-0.04523802565826007,-0.05672063457568188,-0.009602744914555594,-0.007066117586275178,-0.027447904996639072,33.907745457631144,5000.0,2500.0,55000.0,0,-29950.12933169253,0.0,1,1.0,89519.70377828434,19824.603918695928,89519.70377828434,94519.70377828434,10339.609877134331,0.0029921174178666465,1,0.0029921174178666465,25.128952838039975,0,1,0,30164.21379583026,5000.0,652.7238,31062.748149007402,5000.0,638.5601999999999,29950.12933169253,0.0,617.9205999999999,28167.216420450077,0.0,603.1474
RAW_SUGAR_2021-07,2021-07,RAW_SUGAR,2021-07-01,2021-07-31,2,1,23996.836608986672,940.787433872579,23056.049175114094,23056.049175114094,652.7238,440.58,1275.24,96.33,-0.008863493206154982,-0.024180465856569966,0.10966478516299971,-0.0960050885364303,-0.06765026283658804,0.06618705035971217,48.94436805869925,5000.0,2500.0,55000.0,0,-27417.467111570564,0.0,1,1.0,79126.19507621342,23056.049175114094,79126.19507621344,84126.19507621344,7097.3311742031765,-0.021699224082223023,1,-0.021699224082223023,18.965833333333332,0,1,0,30153.38034931727,5000.0,638.5601999999999,29351.80089706294,5000.0,617.9205999999999,27759.59589337675,2500.0,603.1474,27417.467111570564,0.0,611.6948
RAW_SUGAR_2021-08,2021-08,RAW_SUGAR,2021-08-01,2021-08-31,2,1,22618.405023655763,736.7753723240128,21881.62965133175,21881.62965133175,638.5601999999999,426.46,1250.1,96.81,-0.032048663125879506,-0.019713936200244753,0.004982871379632492,-0.1219140568698911,-0.08669160407960497,0.05193958491796158,46.660192073205465,5000.0,2500.0,55000.0,0,-27445.98183441018,0.0,1,1.0,82400.87841394727,21881.62965133175,82400.87841394727,87400.87841394727,9262.872134879777,-0.006068339367220066,1,-0.006068339367220066,16.508333333333336,0,1,0,31144.501786211527,5000.0,617.9205999999999,29399.48165038601,5000.0,603.1474,27445.98183441018,0.0,611.6948,26292.542794271292,0.0,634.6852
RAW_SUGAR_2021-09,2021-09,RAW_SUGAR,2021-09-01,2021-09-30,2,1,21916.81780023987,1016.6364539648011,20900.18134627507,20900.18134627507,617.9205999999999,415.26,1240.43,86.96,-0.02626272100548699,-0.007735381169506339,-0.10174568742898471,-0.06582380995230808,-0.05081723852958275,0.001727911530929438,50.186711263631416,5000.0,2500.0,55000.0,0,-26736.463622138508,0.0,1,1.0,75994.51412902705,20900.18134627507,75994.51412902707,80994.51412902707,6462.9754497330105,0.06016533515794764,1,0.06016533515794764,42.07440082107644,1,1,1,27363.15679600808,5000.0,603.1474,27734.074042595286,5000.0,611.6948,27561.00101456026,2500.0,634.6852,26736.463622138508,0.0,655.098
RAW_SUGAR_2021-10,2021-10,RAW_SUGAR,2021-10-01,2021-10-31,2,1,20952.33495968943,983.2617067754497,19969.07325291398,19969.07325291398,603.1474,408.65,1255.38,75.41,-0.015917738284448313,0.01205227219593219,-0.13281968721251147,-0.07247264968904632,-0.015573539098522549,-0.2171701442956504,65.20781834648281,5000.0,2500.0,55000.0,0,-26978.90964664158,0.0,1,1.0,76260.83486722808,19969.07325291398,76260.83486722808,81260.83486722808,7647.682916291244,0.09616123687178302,1,0.09616123687178302,58.27255659230236,3,1,1,27616.756169205222,5000.0,611.6948,25957.43165154715,5000.0,634.6852,26978.90964664158,0.0,655.098,25676.810652748114,0.0,661.1468
RAW_SUGAR_2021-11,2021-11,RAW_SUGAR,2021-11-01,2021-11-30,2,2,25582.50974116716,1288.828009026674,24293.681732140485,24293.681732140485,611.6948,414.47,1278.73,75.55,0.014242016395448642,0.01859994583313407,0.0018565177032223712,-0.028115180790695415,0.02290216782657395,-0.21960541266398104,57.06255851616103,5000.0,2500.0,55000.0,0,-27254.586410677253,0.0,1,2.0,70816.13091645033,705.1156728467467,70816.13091645033,75816.13091645033,25910.424860051473,0.0808442380088894,1,0.0808442380088894,54.89178210400023,3,1,1,26088.56605929374,2500.0,634.6852,26615.54053289822,5000.0,655.098,25151.11964572161,2500.0,661.1468,27254.586410677253,0.0,656.7376
RAW_SUGAR_2021-12,2021-12,RAW_SUGAR,2021-12-01,2021-12-31,2,2,25043.340511343486,1368.9872620133772,23674.35324933011,23674.35324933011,634.6852,428.13,1305.37,83.15,0.032957753275267176,0.02083317041126742,0.10059563203176713,0.030992631122670256,0.052352813137379606,-0.04381324747010107,56.60129851496501,5000.0,2500.0,55000.0,0,-27901.342611299253,0.0,1,2.0,73524.36908932889,2689.0253505668297,73524.36908932889,78524.36908932889,23141.20622076353,0.04169247998850456,1,0.04169247998850456,42.26849099482703,0,1,0,25985.32789876328,5000.0,655.098,25830.23157133036,5000.0,661.1468,27901.342611299253,0.0,656.7376,27481.8202572661,0.0,646.3236
